,presence_freq_y=1,presence_freq_y=-1,difference (y=1-y=-1),chi2_stat,p_value,FDR_q
CHEBI:76983,0.3695652173913043,0.000693721817551162,0.36887149557375315,955.9285860514967,6.823688518766671e-210,8.079247206219738e-207
CHEMONTID:0000490,0.3695652173913043,0.000693721817551162,0.36887149557375315,955.9285860514967,6.823688518766671e-210,8.079247206219738e-207
CHEMONTID:0000270,0.3695652173913043,0.011099549080818592,0.3584656683104857,353.6945872989221,6.646649284626385e-79,5.24642183533176e-76
CHEMONTID:0003964,0.17391304347826086,0.002081165452653486,0.17183187802560737,281.0364975730176,4.464027123261699e-63,2.6427040569709255e-60
CHEBI:22531,0.17391304347826086,0.002774887270204648,0.17113815620805622,244.09285995472823,5.038602466712381e-55,2.3862821282349835e-52
CHEMONTID:0000031,0.3695652173913043,0.021852237252861603,0.3477129801384427,206.0540789092674,9.972224319501763e-47,3.9357045314300287e-44
CHEMONTID:0001368,0.06521739130434782,0.0,0.06521739130434782,188.21451603316592,7.799613295786034e-43,1.8469484284421326e-40
CHEBI:50990,0.06521739130434782,0.0,0.06521739130434782,188.21451603316592,7.799613295786034e-43,1.8469484284421326e-40
CHEBI:48891,0.06521739130434782,0.0,0.06521739130434782,188.21451603316592,7.799613295786034e-43,1.8469484284421326e-40
CHEMONTID:0000228,0.06521739130434782,0.0,0.06521739130434782,188.21451603316592,7.799613295786034e-43,1.8469484284421326e-40
CHEMONTID:0004233,0.3695652173913043,0.029483177245924384,0.34008204014537996,155.79849570741513,9.36916267305923e-36,2.016925200891296e-33
CHEBI:27024,0.2608695652173913,0.018730489073881373,0.24213907614350993,120.52754881206208,4.848872736143421e-28,9.568442199323017e-26
CHEMONTID:0001925,0.1956521739130435,0.011099549080818592,0.1845526248322249,111.73294683061563,4.088318913803512e-26,7.447030144528243e-24
CHEMONTID:0003137,0.3695652173913043,0.04092958723551856,0.3286356301557858,111.22206902021313,5.290034600522175e-26,8.947715667168936e-24
CHEBI:35358,0.3695652173913043,0.044051335414498786,0.32551388197680553,102.62972918019435,4.0402451594056356e-24,6.378200358315029e-22
CHEMONTID:0000364,0.32608695652173914,0.03537981269510926,0.2907071438266299,99.7773754702431,1.7052718253802584e-23,2.5238023015627823e-21
CHEMONTID:0003276,0.043478260869565216,0.000346860908775581,0.043131399960789636,82.32151961438532,1.1565603296735234e-19,1.611020506274649e-17
CHEBI:33552,0.3695652173913043,0.05584460631286854,0.3137206110784358,78.07236899361777,9.933377493394775e-19,1.3067909946866015e-16
CHEBI:35850,0.3695652173913043,0.062088102670828996,0.30747711472047534,68.55698926401529,1.2326342936137874e-16,1.5362515827776047e-14
CHEBI:50492,0.08695652173913043,0.00346860908775581,0.08348791265137462,66.34412292668125,3.786862783909808e-16,4.483645536149212e-14
CHEBI:48277,0.021739130434782608,0.0,0.021739130434782608,62.69531806842481,2.4128857406982358e-15,2.1161901607308973e-13
CHEMONTID:0002951,0.021739130434782608,0.0,0.021739130434782608,62.69531806842481,2.4128857406982358e-15,2.1161901607308973e-13
CHEBI:17135,0.021739130434782608,0.0,0.021739130434782608,62.69531806842481,2.4128857406982358e-15,2.1161901607308973e-13
CHEMONTID:0002932,0.021739130434782608,0.0,0.021739130434782608,62.69531806842481,2.4128857406982358e-15,2.1161901607308973e-13
CHEMONTID:0004343,0.021739130434782608,0.0,0.021739130434782608,62.69531806842481,2.4128857406982358e-15,2.1161901607308973e-13
CHEMONTID:0000313,0.021739130434782608,0.0,0.021739130434782608,62.69531806842481,2.4128857406982358e-15,2.1161901607308973e-13
CHEMONTID:0002287,0.021739130434782608,0.0,0.021739130434782608,62.69531806842481,2.4128857406982358e-15,2.1161901607308973e-13
CHEMONTID:0004165,0.06521739130434782,0.002774887270204648,0.06244250403414318,47.18505810426944,6.459095975248807e-12,5.462549739067562e-10
CHEMONTID:0002105,0.06521739130434782,0.003121748178980229,0.0620956431253676,42.788437673164516,6.099159142245323e-11,4.9802789133920435e-09
CHEBI:33261,0.5434782608695652,0.17655220256677073,0.36692605830279446,40.89141904222961,1.6092618452558728e-10,1.2702440165219689e-08
CHEMONTID:0000474,0.043478260869565216,0.001387443635102324,0.04209081723446289,39.238870369501576,3.7499985451102187e-10,2.7749989233815617e-08
CHEBI:53662,0.043478260869565216,0.001387443635102324,0.04209081723446289,39.238870369501576,3.7499985451102187e-10,2.7749989233815617e-08
CHEMONTID:0002509,0.043478260869565216,0.001734304543877905,0.04174395632568731,33.09259382807595,8.787279721581383e-09,6.305538903243853e-07
